tenure,MonthlyCharges,TotalCharges
64,99.15,6171.2
59,99.5,5861.75
71,100.45,7159.7
3,20.75,67.1
68,114.9,7843.55
19,20.2,387.4
28,35.9,973.65
13,19.95,257.0
7,69.35,451.1
2,69.7,135.2
4,19.95,82.9
30,79.65,2365.15
60,109.45,6572.85
61,96.5,5673.7
46,35.05,1620.25
72,115.55,8425.3
2,20.2,34.75
43,51.25,2151.6
46,19.25,864.2
61,68.05,4158.25
25,24.75,692.1
16,38.9,664.4
72,108.95,7875.0
1,45.7,45.7
69,106.5,7348.8
45,107.75,4882.8
3,29.9,92.25
53,18.7,1005.7
1,24.7,24.7
56,93.15,5253.95
37,96.1,3646.8
37,106.75,4056.75
30,40.3,1172.95
32,93.95,2861.45
71,19.85,1326.35
71,58.25,4145.9
15,51.1,711.15
60,20.6,1093.0
64,102.1,6538.45
47,20.05,951.55
39,41.15,1700.9
30,40.35,1187.05
40,102.65,4108.15
1,48.6,48.6
24,102.95,2496.7
5,20.35,122.0
45,54.15,2319.8
50,108.55,5610.7
1,74.6,74.6
1,42.9,42.9
64,109.2,6741.15
21,41.9,840.1
5,20.55,96.1
46,85.0,3969.4
18,25.1,428.45
21,20.5,402.85
47,86.05,3865.6
14,86.1,1235.55
24,81.0,1923.85
59,93.35,5386.5
24,20.1,533.9
71,61.4,4310.35
12,45.4,518.9
44,54.05,2375.2
16,18.95,326.8
30,19.05,637.55
19,86.0,1532.45
2,46.05,80.35
3,60.25,170.5
19,87.3,1637.3
68,103.25,7074.4
18,35.0,553.0
7,94.7,673.1
71,77.55,5574.35
33,74.75,2453.3
38,57.15,2250.65
47,19.65,973.1
72,108.2,7840.6
52,19.65,928.4
53,24.6,1279.0
5,83.15,446.05
49,43.8,2106.05
63,63.55,4014.2
1,24.4,24.4
53,94.85,5000.2
44,85.15,3670.5
51,96.4,4911.05
46,55.65,2688.85
66,25.3,1672.35
47,63.8,3007.25
48,69.55,3435.6
46,69.1,3255.35
25,104.95,2566.5
32,19.8,607.7
68,24.55,1657.4
3,56.15,168.15
1,50.6,50.6
72,25.4,1797.1
15,19.5,239.75
30,20.7,587.1
51,98.85,4947.55
64,20.2,1277.75
44,89.15,3990.75
52,95.65,5088.4
2,75.8,160.75
1,85.05,85.05
70,48.4,3442.8
3,20.0,61.7
36,85.85,3003.55
45,62.7,2791.5
49,107.95,5293.2
14,86.3,1180.95
1,44.75,44.75
24,20.4,482.8
17,98.6,1704.95
11,19.25,180.3
2,71.3,157.75
33,105.35,3465.05
10,80.05,830.7
57,90.65,5199.8
50,109.65,5405.8
67,105.4,6989.45
47,100.05,4871.05
1,69.8,69.8
1,43.3,43.3
72,74.55,5430.65
71,49.35,3515.25
42,20.65,958.1
33,51.45,1758.9
63,108.5,6991.9
53,94.45,5042.75
71,19.7,1415.85
31,94.5,2979.2
7,70.75,450.8
47,74.05,3496.3
35,19.7,730.4
1,44.0,44.0
70,39.15,2692.75
1,89.3,89.3
33,24.25,838.5
61,59.8,3641.5
1,44.45,44.45
72,114.45,8100.55
5,80.15,385.0
58,20.3,1160.75
62,100.15,6413.65
7,23.5,173.0
51,60.5,3121.45
24,19.55,470.2
27,95.55,2510.2
64,92.85,5980.75
66,49.4,3251.85
8,19.45,159.2
58,109.45,6144.55
22,89.25,1907.85
5,19.95,107.05
2,91.4,193.6
6,98.25,560.6
19,88.2,1775.8
27,49.85,1336.15
66,105.65,6844.5
32,81.1,2619.25
2,79.65,152.7
39,99.75,4036.0
3,75.85,256.6
70,26.0,2006.95
27,19.55,520.55
49,84.35,4059.35
61,106.35,6751.35
69,19.75,1375.4
22,50.6,1073.3
11,70.2,760.05
16,85.05,1391.15
42,73.9,3160.55
7,78.55,522.95
20,19.5,413.0
53,19.55,1007.9
67,75.5,5229.45
30,101.3,2974.5
60,105.9,6396.45
70,84.7,5991.05
55,113.6,6292.7
15,20.55,295.95
56,104.75,5841.35
34,100.85,3527.3
35,69.15,2490.15
9,83.3,803.3
1,45.95,45.95
70,19.2,1401.4
11,20.6,233.9
9,20.15,163.7
72,104.15,7303.05
55,56.8,3112.05
72,23.55,1723.95
72,78.95,5730.15
39,100.45,3801.7
43,56.15,2499.3
2,44.6,80.55
5,80.6,415.55
22,25.25,555.4
9,65.6,593.3
3,19.95,58.0
27,75.75,1929.0
10,19.95,219.5
72,90.35,6563.4
29,80.15,2265.25
2,20.05,39.25
2,86.25,181.65
18,68.35,1299.8
37,55.05,2030.75
67,118.35,7804.15
60,44.45,2773.9
24,94.6,2283.15
35,95.12965555743001,3254.8766071050254
56,111.51383328089452,6419.6745016507475
3,55.230652272224766,161.5897312347992
9,37.78785574891253,332.10486375543826
8,85.08827990490045,762.2931613419604
53,75.2199937506074,3922.6747798097604
3,35.357411871839986,98.78473705797545
1,93.92967799123872,93.92967799123872
8,84.73037108832708,668.1195809431318
9,86.47576880697024,830.0345482141649
58,97.89391713953526,5736.870903373349
62,101.4864466544586,6402.40157399164
54,100.50283443253507,5519.912453023503
1,70.63484141678998,70.63484141678998
31,76.90382704726346,2404.5956396062966
19,88.02863350465344,1748.0743451289602
4,74.52849896695218,303.9272214873946
1,44.80283502685405,44.80283502685405
2,65.81904750531386,134.64982334671637
49,91.75846695909179,4521.501788075877
4,78.36350185076077,304.6048529125468
58,82.93284517504799,4806.282779555169
17,88.54375907211906,1553.9103521952698
5,70.05349719835037,330.75373365704377
25,89.43410609231472,2187.5248266122903
8,101.31054899236058,823.0688834839083
3,84.9606121291721,236.1222300925219
15,85.35049935128593,1358.1018018660768
1,80.823290640351,80.823290640351
15,20.167999031890606,322.50534162300346
3,22.590024892612494,76.17315592953058
4,87.09160162522812,372.2708001656283
37,84.39761548648032,3184.4699131865714
19,100.71205999380305,2019.7073452475486
8,85.73398901072187,739.5283351197752
29,99.53422876439176,2905.6944425105735
9,26.635783395399475,247.12230701952177
50,102.09662901309689,5136.881897614513
1,88.50209212961056,88.50209212961056
1,33.06089748088344,33.06089748088344
58,108.44094775127508,6280.661336993752
25,89.97079471802269,2361.6766547352668
3,74.61150207979814,274.83187824170744
9,23.165752691356428,215.01073670470456
2,44.616868936049585,78.64381022639701
1,20.273815376988658,20.273815376988658
58,108.00465436454085,6404.259833137841
4,88.10933251026802,424.2436444170089
2,80.25166959426006,171.8283781084331
13,77.5268783417913,1006.1650546325203
21,55.308032072267125,1205.9438927514777
1,74.78521431499672,74.78521431499672
8,76.99784472138934,627.0733746069589
1,75.16116907827976,75.16116907827976
49,88.10577078513087,4358.071857320056
31,84.55406311967033,2564.8162828841755
11,48.183685459431366,503.08159691307253
4,71.77751455677944,312.34714895003657
13,23.025804693592804,295.34775275836387
1,75.03268336392529,75.03268336392529
2,72.49204928466995,143.30062904926695
3,31.648616728689145,96.76992750528807
5,43.859508201573256,213.51401808656448
29,97.0672325280052,2807.643896123894
1,19.6,19.6
1,88.94797777433966,88.94797777433966
38,93.81512639344376,3605.828379656678
15,41.78828563592982,675.2407931324426
1,73.94359980246918,73.94359980246918
49,88.36294803382802,4366.789824897084
3,55.12332440373501,156.74919633615139
43,84.78601437011491,3615.7067956179617
1,19.582576482649507,19.582576482649507
22,79.54259644536728,1771.4565915479157
61,104.04193521800053,6385.128768072469
1,81.36511585024368,81.36511585024368
22,89.87112711667201,1924.1143285735968
11,99.33888976069774,1200.8987120740676
6,105.22880744491081,545.232602198125
21,71.21138439604755,1553.987702919147
20,95.25638449790603,1845.7700322246953
1,59.24652715351738,59.24652715351738
8,82.66203204183867,651.8999814572693
16,20.126414352665027,330.80928259574154
5,90.90800626248364,454.46493998453184
6,104.25947188537691,544.4207108588355
24,86.71121570679429,2040.2732495684365
10,98.6894852220359,1060.989125669159
32,83.62811460981303,2646.5553963382276
1,49.96790319077152,49.96790319077152
1,20.34396912447762,20.34396912447762
58,106.82783059545791,6111.686523570619
70,108.09953240202861,7530.410283002433
14,43.97498967053345,671.6260374834039
15,79.52609858916219,1216.9486947783878
53,102.37764977652338,5595.605034657552
1,69.12542245798974,69.12542245798974
28,78.86766608925456,2096.306665263148
1,74.70279604643628,74.70279604643628
4,83.06861180419246,327.398245879324
1,19.468861226770997,19.468861226770997
6,54.82995320413373,390.89164782656024
18,95.79234322847046,1778.1942618421808
5,69.821711976695,418.0208646891391
4,90.59380958636413,386.61237762035097
54,96.54472644114394,5123.682542295158
1,76.87689382853988,76.87689382853988
12,76.41244212306314,946.808451383373
70,114.65055139333009,7990.861293923457
13,83.27472869265821,1112.06860673398
4,28.915495223180933,131.09215114225654
11,103.00324324861343,1133.4202241277444
1,69.88383676496288,69.88383676496288
17,80.87457401948939,1401.3756703299468
34,91.42072782446442,3031.079403977832
8,74.35549307538798,606.7952238720688
1,51.16454844835217,51.16454844835217
1,79.27610526389624,79.27610526389624
34,87.73704095280934,2913.8647472453927
26,97.6564737828335,2517.6652504941076
5,85.19640232566218,401.4506404391374
11,100.58640829735712,1130.3634688849108
54,86.63730416389484,4874.403173959026
1,50.72027429414581,50.72027429414581
39,94.9017916297885,3641.212707903239
46,64.17426652116153,2931.3908932463596
3,76.51445650181591,229.89826235315184
38,71.16456469167915,2534.9875401816776
36,94.72194201843297,3362.7231536027616
27,100.1827741168732,2749.695269759502
5,87.71055877916574,466.8751036127539
18,89.54330478116829,1621.1958617485611
1,73.54332193337638,73.54332193337638
39,84.85966144082998,3302.8031335291375
1,30.274271671215327,30.274271671215327
4,51.98072832298198,200.5752061673351
16,96.7580693908386,1583.7682186985487
14,48.79994851264419,678.2570508635758
8,19.715051164779172,151.7451251976199
1,36.780534257915804,36.780534257915804
1,25.188851224632106,25.188851224632106
1,60.1280913826794,60.1280913826794
13,79.28289914616164,1127.2147936525619
12,52.75860546100169,692.851581706534
31,87.99749952343302,2645.729470314479
1,69.59100528149327,69.59100528149327
10,105.74220187817197,1048.9163001656318
29,88.41329642241526,2698.0679741891677
5,45.97148686090842,219.19856098489672
37,77.30453400831846,2858.7911350052755
19,96.56536232160616,1895.5822962316206
1,50.51098318054987,50.51098318054987
68,111.74707705895428,7739.8143533221655
58,78.05566689240727,4494.257626692513
57,99.74214947113781,5776.152193496259
28,94.19633790836149,2565.612268044968
11,97.67651761238972,1212.1005428580509
41,58.86084619916274,2331.0882540998805
46,59.820064539097864,2817.2058814620536
60,103.97738782608045,6245.040263216288
2,19.549466684457187,34.57824489217247
1,43.84618957360511,43.84618957360511
4,81.63272083895536,343.34836081980717
5,60.35832728074487,311.4298761349816
12,56.01659201796486,548.7424452299091
2,44.432486448567815,81.2063307036994
31,77.37279368445137,2362.100988859383
3,54.79399544411367,195.14227906242976
13,76.08946721333042,1001.1726618330439
42,78.07328260078579,3361.531387745777
12,98.63028306910402,1166.4007851691797
1,75.3,75.3
10,78.64740294485141,831.5612438057931
3,55.45879156119032,168.76970411755352
3,74.73591640999074,221.18660989295643
12,79.08609192032328,901.3009161918525
1,25.06265621419321,25.06265621419321
11,92.06817455083196,1090.0616581507486
19,74.69907405066503,1425.9758801136202
51,94.67664098717745,4817.163523542396
41,78.79018107849917,3359.0961711091018
10,20.52323569138732,214.79647856957195
7,93.3296540285973,636.601487794275
18,95.18400497747503,1779.8570530615684
4,82.9754335869825,335.5577622671179
40,79.05310905323643,3112.39462689035
2,77.77997603534386,187.71148634437478
1,77.61873509350076,77.61873509350076
5,80.3153745747075,382.4026463854762
52,99.6807533796222,5138.405681763533
1,100.15178065471638,100.15178065471638
17,88.70530191943308,1474.0960173198187
3,73.36913568850153,204.81546638788618
3,74.10434468517236,230.1413106296553
41,99.14838365865754,4198.882206922531
30,82.45297045537886,2422.7522056117105
5,40.36937548980294,211.3012019858029
63,106.17237379606904,6894.812610316419
20,92.43050240393796,1902.9292226957941
16,89.75959506266317,1539.262638171234
16,72.94176287426717,1191.4619429503102
1,45.95,45.95
46,46.60616013422496,2149.8488114416746
1,52.003182110592824,52.003182110592824
4,84.37035024732157,331.16739503554584
25,95.64604795337962,2500.3933227409907
30,85.90690582086084,2589.788617759864
1,79.73263709674087,79.73263709674087
5,24.686753675114467,133.34220540340067
1,50.55411237554143,50.55411237554143
5,77.69386349724162,414.4566021078731
3,101.38084286480891,330.359083124162
11,101.35802947643587,1130.4685802903334
2,94.41086065134222,181.15841095959433
1,79.93675040292311,79.93675040292311
59,106.00879132688596,6256.314052070101
22,79.19069754655807,1742.790956635293
62,65.42245862040778,3948.9982719351938
8,87.56482389087782,746.1472381832879
5,90.3886924959655,457.9013531576119
11,40.311093799665116,400.17649024197107
65,107.08086107704685,6963.216931352048
16,93.20135934303573,1479.3001201921013
48,93.70010290097373,4522.289789466125
25,81.9586878757897,2091.966764323892
14,89.7497235012584,1261.4270834123447
4,90.91163768059427,367.90552984385135
2,62.01568828757098,93.47629100920105
1,25.31144235128436,25.31144235128436
2,44.9886641742105,121.25102470489144
58,95.85849224364286,5604.0142015297315
51,105.83925352362756,5611.93215748926
4,84.63809400484631,362.3475462859324
42,102.45003159439878,4285.117193239979
58,109.00088809612913,6144.7446151583445
16,51.62458201100755,820.3534782692736
29,66.7311743585244,1976.627001223184
4,74.55300263595791,322.73508632604705
7,20.55405330839603,143.69259624651053
48,92.92273878729915,4589.734907569966
13,83.39193106479091,1120.7757027778882
45,101.92235486181023,4539.897344453837
33,88.37194805757984,2813.589609447917
1,95.10361077579255,95.10361077579255
53,101.50824628741499,5541.131934802811
14,84.28408641539494,1178.3456941189975
29,93.07572232410287,2755.1188045371186
3,52.29470553527545,175.22857344342867
1,20.164927231534868,20.164927231534868
3,104.53479723721915,326.7092952020613
1,23.916718431800213,23.916718431800213
1,70.30147654155215,70.30147654155215
5,91.20550474705243,451.6139128407476
8,50.287071544540936,396.6233209484764
11,39.69164642014546,433.9299080320417
2,27.63139435655611,78.01638875821682
24,25.207229552025332,692.1672396400038
1,19.77054501223711,19.77054501223711
34,106.97546065293864,3556.139131829469
7,32.23400209062587,260.1967805897866
13,48.81175806911457,677.3615573534428
1,74.94527623961649,74.94527623961649
33,85.51334363685828,2748.46263386149
61,104.31952521155898,6386.820130358801
29,95.89387654663832,2751.3462860783497
2,22.16593476929141,37.83086406560626
67,114.97637686218111,7793.903186685842
60,104.47487230893023,6239.12079922586
67,114.1978594480659,7820.37277876576
66,105.30345377762151,7004.129230887959
1,50.026048446008566,50.026048446008566
9,82.61904560866826,801.6606653542013
1,70.41784104645359,70.41784104645359
7,72.68354301293112,544.7793624897399
1,50.31192429927732,50.31192429927732
11,80.48395096072474,867.0058522448254
11,71.0535145253976,763.7215640250397
29,87.89686663629303,2478.9077085077897
2,90.88869237824295,191.59655556733188
4,80.43584299085154,320.156361273421
14,21.54856995364019,299.545833381265
1,43.344488044418526,43.344488044418526
12,96.1248488656494,1209.7525392571433
4,50.88997476699209,204.60380650484703
1,50.8,50.8
8,91.81136977970029,770.9583623808378
6,86.10120470230822,562.0040038635537
28,80.70118889407267,2180.669790110154
1,45.8100546726515,45.8100546726515
1,55.13674846432544,55.13674846432544
3,75.90963612993444,228.25398401823642
5,46.78451897618929,220.52322153571606
9,71.67692092810873,659.9227647010782
1,81.80236946325131,81.80236946325131
2,44.874747923707524,82.64231111131113
33,79.37160619288146,2532.3334000836735
44,87.25989343807528,3941.7218273977533
20,74.04860707823443,1553.9699146891646
1,20.10187636256557,20.10187636256557
60,104.67099841714527,6271.554999737119
34,65.94810444561219,2256.2348836915626
13,92.79329823187882,1258.38887208971
42,100.04521189990098,4213.149209487926
59,106.61782605088956,6253.508801220145
14,83.14616270008692,1180.2403866075197
17,81.11611022449321,1406.5424448022027
13,90.68578358269143,1134.8837500011862
17,90.50433113564945,1553.9164220778193
37,98.86080862301523,3748.8616253345726
14,89.28043493773404,1266.9868130691907
6,29.439509941461324,210.07863707610028
1,45.386468619203356,45.386468619203356
5,20.015573098478356,121.27353423444944
20,74.08391409211575,1499.7356790170322
3,52.31552927319738,200.31144509793603
8,20.118445483460423,156.75802771628716
1,69.69117548576322,69.69117548576322
45,97.07310785043244,4399.19306764487
69,110.21968009842698,7751.1877136776075
4,49.657091430613185,212.97663188723683
7,70.2651495239754,450.90389653057673
34,108.97525910391943,3578.165897376504
1,37.81146592531886,37.81146592531886
14,21.685989055552547,288.6352915374198
8,88.99393959237678,765.3305758693456
54,86.16152031408743,4876.9238610626535
44,99.37971975449538,4526.638369113532
55,22.78087201725909,1180.9970635710197
21,63.8642953491849,1422.5736239059452
68,110.09557766475513,7491.002665425803
1,45.07832876810857,45.07832876810857
1,54.745822204012185,54.745822204012185
26,89.2237517831494,2376.582589712352
63,89.9903464827541,5709.7697392178525
23,95.37863903532593,2114.211213875803
1,95.16742247625231,95.16742247625231
8,85.36089228123467,747.9533482027426
1,70.67987217888391,70.67987217888391
4,46.93323607444875,221.1289152380239
4,98.5708809713031,444.60891171348004
47,94.09333211080424,4515.182255153658
60,105.51028025875968,6394.075428553373
63,104.91977617722868,6857.107556343125
7,75.21863602852194,633.2682241671681
1,20.438483540132786,20.438483540132786
68,109.88819278275184,7594.586965656885
1,69.75426771121055,69.75426771121055
1,55.1556106425157,55.1556106425157
46,98.8811750560713,4534.204519446428
59,82.26731883965043,4804.526466836162
38,88.88768586907754,3381.4433345178713
8,84.51078123232827,672.0549276024112
1,70.03031854722167,70.03031854722167
7,84.82839604923505,647.239754468929
3,35.76326598422577,93.49652325458541
1,50.532933240514126,50.532933240514126
25,51.09606922780905,1174.6329166737466
1,89.06459814570097,89.06459814570097
36,79.90555824376864,2873.485824037756
9,97.83045508668032,923.772243269557
10,78.38549043101055,793.6352333377877
2,71.88034887375383,142.08678604635526
3,84.36361907379016,242.57565173035636
33,73.06281510988464,2407.724340621202
10,24.497416894954235,243.46075267268517
1,85.38254272285377,85.38254272285377
1,20.463389484362683,20.463389484362683
31,96.89541497348321,3023.523878468314
41,95.77111677415398,3961.5806339966834
38,68.19246204304908,2492.7411131646472
3,50.6915270618084,169.1611010494997
2,68.77173836506152,119.28949077640893
70,49.36173746605328,3515.258678409745
8,84.49598830499447,762.4929248761547
12,95.7383401186558,1166.3071065225934
45,102.10284776651598,4615.848138590145
9,76.98513100040287,685.3264367660313
19,47.12558154723866,902.2497673811046
4,77.54862245871826,329.16780070427745
26,96.17467828446316,2511.1105480078613
40,63.365577781735894,2498.2949730946866
21,73.16965596771539,1553.9754253544345
30,70.52608620233784,2088.7690251124295
37,59.57233484572496,2180.424913363274
15,67.44758253471844,995.7491002734233
5,92.64948679729753,498.00613438279754
59,106.24998024394155,6252.997018758638
27,93.33349961559031,2514.589539976968
52,26.53001452777861,1335.7883601690758
23,75.56444672242975,1756.689011330599
37,95.9474670140162,3475.2107798611264
4,47.852449379707146,228.51777761397372
30,87.96545335454522,2556.285193328394
12,96.44003594626703,1195.755223586945
43,52.9191413879278,2142.7898673836544
12,94.95702698256109,1145.362047390658
71,109.92763512308295,8065.70159122091
1,50.41557236725617,50.41557236725617
5,85.51819428602025,479.829761721259
45,87.71956810562492,4064.2280889150948
15,76.35527171318545,1281.154171734592
4,91.17871387343227,364.25344541965603
17,79.24641759219682,1426.489064176611
5,78.40160173558043,410.30246752779686
7,100.82016506276743,686.3460724336655
24,100.49063725049743,2490.601602602472
24,65.36545871157283,1615.548583706511
7,79.68707876033562,524.5241295991915
17,70.72353616943519,1193.8749117369175
40,62.15321322381585,2495.2605708121323
3,49.01689534055537,129.2369659009973
3,27.08361279730771,97.9793292864615
47,68.09076056635828,3236.7486623581017
54,108.42950055101481,5918.497473674078
20,41.38857687553495,880.6135292445108
25,82.9220210030707,2048.2113406891845
9,92.51379355538823,855.668635000982
1,69.03087509872788,69.03087509872788
1,80.1328483170226,80.1328483170226
15,49.140442239069785,767.3905760893452
1,19.940057186111236,19.940057186111236
3,55.14676916600779,158.8592249407016
5,20.977523544212044,114.3701251533018
30,91.75826937151713,2748.9498249669386
8,86.59805306768766,761.1695210217099
1,91.15082339505686,91.15082339505686
19,82.93222789048198,1632.1595261598056
2,83.13058193152287,183.85194216598387
3,62.33147888742351,155.50076222204984
4,84.7745600474625,370.3990428002881
1,19.69323301960702,19.69323301960702
1,91.43217423475464,91.43217423475464
32,88.69456006777233,3004.557766557128
69,114.57862814402748,7729.27651964519
64,107.00071541085343,6917.803502043862
5,84.3085868389127,446.5696086429063
39,73.31986527627383,2811.8627965973524
1,80.51313334280532,80.51313334280532
13,72.20962343440388,940.2634557472843
12,88.33253741507873,1096.2833270838769
4,78.2571770684133,301.1983248641449
63,107.39423761161453,6875.427905999521
7,78.92127146265413,573.630358693854
1,49.34170023132566,49.34170023132566
1,70.54777869987716,70.54777869987716
58,104.41645865922816,6201.155382469638
23,51.989635526667726,1161.0736290815325
20,91.08982245283492,1825.3408410283623
2,45.07130948816791,97.66063454045778
20,95.31752283263982,1937.4229265846282
23,74.13737850624861,1757.8458168177315
32,74.78148587577896,2426.7776855569928
15,69.42154331519578,1040.263280156631
2,73.2347641109672,146.09130677419472
54,104.34444230894321,5499.316915633246
2,50.06998118940023,107.34927580489853
1,39.20608738439365,39.20608738439365
28,105.52940519305191,2979.6870094275478
23,102.35670190549982,2332.4815761342934
4,77.8978308203941,298.8938827494777
5,83.41559403604833,404.50037260107587
40,77.31159699870697,3073.6590252970873
68,109.97735025211485,7499.667045809298
6,44.19337048109607,268.62343613940345
35,96.0769368270192,3476.39442763045
24,89.99331593089367,2283.2898740343394
13,89.49227863949717,1173.7973574304995
4,79.52325356250174,304.79727973380176
1,19.82716816200257,19.82716816200257
34,106.37901998939755,3549.56964046293
1,75.38217504656225,75.38217504656225
1,45.67018961361438,45.67018961361438
8,80.84574276515153,679.4621179924242
3,20.066131020192667,55.666110478201766
20,44.39665597671095,897.6919158491409
3,72.97556102078057,240.17594497706165
28,81.01427427233531,2268.9782419590933
8,19.656871283251824,162.97384233239745
33,73.75801961996184,2424.441922077459
2,74.06539846298996,139.37108381778927
4,78.38680817208383,299.3618842288123
3,74.38813265158223,228.04043967039752
1,69.6391242462282,69.6391242462282
6,23.36257808735785,152.39946314352144
14,69.50779353098554,994.6355373197517
1,74.48357263931625,74.48357263931625
5,90.80312830981921,455.4979144601205
53,104.0798721362167,5491.923649139833
49,26.910685697677582,1091.1398534175987
13,79.22922370811425,1110.9713077983986
36,84.72388723674935,3049.003047091068
5,104.72609364650889,543.6217575278995
32,76.48900725530874,2405.2844171559136
9,87.55220340964496,855.5061349627715
2,80.01401820781338,172.46803761017986
52,42.453983340562715,2129.0860235126465
32,74.46978317357159,2402.668306334471
64,107.44894573957862,6922.682809336556
1,25.14601485906097,25.14601485906097
46,98.72409663280075,4572.864942818961
50,45.41682935602341,2122.092132578661
2,73.76146188991464,145.67411726470417
4,78.94970403023804,302.9772442777741
12,92.16929683503513,1135.0406926250303
1,90.74963289392109,90.74963289392109
53,104.64679270132191,5279.579926069834
1,50.543601066508806,50.543601066508806
1,80.7699448357251,80.7699448357251
2,92.85127488739883,180.99546334979237
28,80.56957477494608,2381.5719801269215
59,107.13623392618355,6443.220712194969
12,91.79173580801123,1135.273489320449
30,65.6467208404851,1986.3836336477877
1,94.64367654188781,94.64367654188781
23,56.063233924574035,1400.4234868446304
36,90.7313010176602,3186.7902567341753
49,89.65241160028053,4361.709666337938
7,84.61784924167353,583.7881601117454
32,81.48127080905697,2561.662020220953
8,103.98817502129286,827.211193836359
2,19.87121740814189,30.965681237995483
1,75.00458938544053,75.00458938544053
58,96.7482314938417,5687.552607414229
1,30.616654694476782,30.616654694476782
21,76.63852480328592,1555.8137415145598
1,78.78468793530664,78.78468793530664
20,88.06214327421635,1805.1874350654905
3,29.10181158526826,79.28303955830611
64,99.34350339007584,6547.205356604427
17,78.49293905797299,1397.9746324633911
1,19.77493465610368,19.77493465610368
56,101.24288456677921,5509.40902069286
3,86.4814934416736,301.5529675776153
52,109.98166135290404,5921.269686858965
17,74.54605299750104,1227.310516611842
9,84.11926480424384,761.503200868346
1,51.23779540974445,51.23779540974445
5,20.43607295607793,110.88268595437664
24,102.4673535887722,2483.432195751531
1,36.88801127134089,36.88801127134089
11,99.16872069204192,1125.1875186052764
18,93.15916274922208,1706.8240661641569
52,94.63128375804612,4903.396158142557
4,91.55000207864018,398.0402974733134
34,96.19345270232073,3210.309495062149
25,88.1779393346529,2285.7026429290236
13,90.90632059058468,1177.0780274188978
30,76.78586391643776,2392.9870888292903
15,99.36578583040917,1553.9438569220756
7,92.77511916581157,706.164056275121
66,85.83897027035422,5686.161908391405
1,50.405804232514896,50.405804232514896
2,93.51055576385085,183.94014861929804
8,83.72266148960864,741.3383968861182
4,70.52496371857615,329.1719689323189
1,70.35831468541268,70.35831468541268
56,110.79597448975674,6423.263962013524
33,97.47573390461582,3204.647568135498
39,80.8094665299433,3233.7643900781945
54,107.59658507241124,5930.332976724837
4,81.97907740782446,371.71441298735687
36,73.40063718872975,2560.0384787622725
63,106.3622902553689,6891.799611354012
4,100.15122915161574,385.4630377538319
9,80.01907488055333,719.5348229842406
1,80.06517389939127,80.06517389939127
24,100.42458545372175,2490.6809806389483
3,29.615195220886925,81.31141455864805
36,96.77346510719042,3611.2470202636755
4,79.38698937165655,330.63561835728535
14,58.67556655769789,939.6768336100489
46,23.945113135146123,1047.2532506089417
11,47.789830628849664,505.319692617013
44,104.31823824287966,4539.173786583987
3,54.54373534210855,195.50717504079228
41,38.57306370888486,1632.2008252222417
42,61.41802465638152,2554.0897101769788
65,107.60635566181419,6961.192683928439
1,69.77505718861772,69.77505718861772
1,20.530731205847633,20.530731205847633
43,85.44638270424825,3617.7713774081094
22,78.40943919413019,1746.2306635480656
60,106.46967454138527,6431.2237182699855
1,95.22948336134523,95.22948336134523
4,95.64674458334818,390.26631775904553
23,54.1805481072798,1240.2007470516473
2,44.60189507863097,93.5127087864773
2,49.13662161665858,90.32528932670763
3,66.83837897628419,192.00919621552674
13,71.45328730516957,940.2321424680484
11,29.374453117637678,302.238177372918
1,93.3137167633463,93.3137167633463
10,70.43583943571656,689.6181789763011
40,102.12807599061884,4136.4176489200045
1,100.11170238280614,100.11170238280614
38,96.94021933312976,3760.093245630295
1,20.409824497814522,20.409824497814522
34,89.40040686917305,3060.946959432601
4,86.77789584114197,341.41831762371885
1,25.20268046755125,25.20268046755125
1,74.93974758626517,74.93974758626517
1,54.2526820550656,54.2526820550656
37,57.764599341983526,2250.7314114800015
3,71.86222382051155,211.39465323341057
11,46.914207929721194,494.7112882631504
41,101.87664977572686,4264.49511585743
1,25.19568765275079,25.19568765275079
1,69.57540747911864,69.57540747911864
2,75.45631078334385,158.44237240245155
1,94.75868170591512,94.75868170591512
25,90.47412909824925,2116.5569035003477
5,79.52564410769762,381.5660425923369
12,32.869251922883464,406.77048184596816
23,98.05682661607952,2187.5931733839207
4,82.00507869534735,371.7161235983781
3,51.48873135477649,176.7083948895907
31,87.6728302076795,2749.2842223180746
12,89.518830231105,1095.5780764390681
2,46.12466902830388,89.81781293468877
41,112.33512893544679,4548.916359135503
14,22.267330406100147,300.4433332055007
61,95.87673352304817,5948.4335395061935
44,39.09771988264202,1606.5210428651985
31,98.27621718379267,3134.6485085948334
22,105.48148845968504,2324.254437345592
1,70.80543688327383,70.80543688327383
6,79.32550659562067,474.4091127104987
19,44.63304125803087,893.8774346657939
1,22.998736959323086,25.273760669644748
2,45.69399183201137,82.17006125991475
53,103.5717514164113,5486.635353595536
18,85.36234909405992,1549.5470149155185
10,88.59391949486874,952.0380373859947
25,89.32801474203632,2196.7799341697014
26,86.15444131968975,2184.8391765800893
1,96.73891657438857,96.73891657438857
68,110.07986579563934,7492.154120976717
20,78.94710041977571,1581.329667806829
1,80.59069881174398,80.59069881174398
17,90.40264723163455,1612.35937392196
64,104.4650715721898,6891.913840805351
68,104.66631833795027,7210.27356943679
5,66.49683443229672,315.1621906345334
30,95.6501896853604,2818.81963803332
35,103.16413585444236,3604.914483429724
